,Unnamed: 0,Hour,temperature,humidity
0,0,0,26.8,78.64
1,1,1,26.78,78.54
2,2,2,25.94,78.56
3,3,3,25.91,79.09
4,4,4,25.96,79.16
5,5,5,26.82,78.81
6,6,6,27.01,77.66
7,7,7,28.01,75.21
8,8,8,29.01,72.49
9,9,9,29.95,71.84
10,10,10,31.31,70.89
11,11,11,31.92,70.48
12,12,12,32.37,70.35
13,13,13,32.78,68.83
14,14,14,32.75,68.73
15,15,15,32.63,68.88
16,16,16,31.77,70.03
17,17,17,31.22,70.53
18,18,18,30.38,71.7
19,19,19,29.34,75.42
20,20,20,27.88,76.69
21,21,21,27.36,77.25
22,22,22,26.49,79.11
23,23,23,26.41,78.76
